iter	RMSE
165	0.2476428897
166	0.2458660193
167	0.240814845
168	0.2391514201
169	0.2341385138
170	0.2325439084
171	0.2310187891
172	0.2257678187
173	0.2202275621
174	0.2187971531
175	0.2138555
176	0.2124737127
177	0.2089364885
178	0.2050460846
179	0.1993743663
180	0.196193966
181	0.1911086268
182	0.1861684479
183	0.1826215153
184	0.1765548143
185	0.1708656642
186	0.1655322037
187	0.1603530154
188	0.1569605054
189	0.1526166468
190	0.1480548995
191	0.1440576586
192	0.1397807932
193	0.1357723634
194	0.1315197231
195	0.1278410541
196	0.1242778748
197	0.1207206546
198	0.1174442109
199	0.1146326515
200	0.1120885167
201	0.1100385396
202	0.1069259281
203	0.1036893701
204	0.101751638
205	0.1006555289
206	0.09843995588
207	0.09601848413
208	0.09313062344
209	0.09113520714
210	0.08946980654
211	0.08793675919
212	0.08688544205
213	0.08492395708
214	0.08393804108
215	0.08195920327
216	0.08014373848
217	0.0782458843
218	0.07643373231
219	0.07426363603
220	0.0724248559
221	0.07074523755
222	0.06876535057
223	0.06689382748
224	0.0655933041
225	0.06404331186
226	0.06254345479
227	0.06112696387
228	0.05983944994
229	0.05846123418
230	0.05732143143
231	0.05629451237
232	0.05488438366
233	0.05365011938
234	0.05270835684
235	0.05146775689
236	0.05065134289
237	0.04990209824
238	0.04900641269
239	0.04814447431
240	0.04731507203
241	0.04600673839
242	0.04490363123
243	0.04386750982
244	0.04273097433
245	0.04181519761
246	0.04095707768
247	0.04030264818
248	0.03972428878
249	0.03861695423
250	0.03757072827
251	0.03654101794
252	0.03591549543
253	0.03512633947
254	0.03431348464
255	0.03362649285
256	0.03303079488
257	0.03246510733
258	0.03178749042
259	0.03122088143
260	0.03037402323
261	0.02992980858
262	0.02931842379
263	0.02883269383
264	0.02837134178
265	0.02763228896
266	0.02709312256
267	0.0266482771
268	0.02611144694
269	0.02564378591
270	0.02514078794
271	0.02477194428
272	0.02429237846
273	0.02366145464
274	0.02322074123
275	0.02283812871
276	0.02241294816
277	0.02201440137
278	0.02145296492
279	0.02116229855
280	0.02055548508
281	0.02001177985
282	0.01953881292
283	0.01901983222
284	0.0186249861
285	0.01825333643
286	0.01791807059
287	0.01769986852
288	0.01738384633
289	0.01701476725
290	0.01672266325
291	0.01627830306
292	0.01599307485
293	0.01553715703
294	0.01526996707
295	0.01488833212
296	0.01462996867
297	0.01438570526
298	0.01414453404
299	0.0138358046
300	0.01353724919
301	0.01334288195
302	0.01300069864
303	0.01277732209
304	0.01245341119
305	0.01224284868
306	0.01203715865
307	0.01169554941
308	0.01152647229
309	0.01133149474
310	0.01118903107
311	0.01100620425
312	0.010874355
313	0.01070257385
314	0.01049642279
315	0.01025533902
316	0.01009467853
317	0.009942270368
318	0.009703571597
319	0.00950956196
320	0.00935172338
321	0.009185562233
322	0.008989637127
323	0.008821526859
324	0.008632127995
325	0.00844224283
326	0.008195361287
327	0.007959958162
328	0.007735557137
329	0.007656820272
330	0.007582112544
331	0.007365524882
332	0.007242453886
333	0.007042694665
334	0.006918429538
335	0.00680254433
336	0.006683986782
337	0.006576216886
338	0.006492093897
339	0.006390949232
340	0.006214987295
341	0.006053971258
342	0.005901103963
343	0.005810118186
344	0.005671932706
345	0.005622788417
346	0.005469917804
347	0.005351852314
348	0.005201889291
349	0.00509231011
350	0.004972576552
351	0.004848001687
352	0.004808480608
353	0.004770715128
354	0.004652782344
355	0.004524376572
356	0.00441294481
357	0.004310472548
358	0.004212083833
359	0.004136772741
360	0.004053929224
361	0.003951047585
362	0.003903901749
363	0.00380953959
364	0.003714883631
365	0.003625231049
366	0.003540124037
367	0.003457242442
368	0.003421835096
369	0.003388850476
370	0.003316937713
371	0.003219330725
372	0.003127794193
373	0.003047832383
374	0.002980392457
375	0.002908089817
376	0.002840055298
377	0.002776598672
378	0.002713141791
379	0.002653435842
380	0.002589841895
381	0.002531819683
382	0.002477273007
383	0.002422545794
384	0.002371629535
385	0.00231680763
386	0.002266458239
387	0.002213040778
388	0.002162529709
389	0.002116990884
390	0.002060385529
391	0.002004498771
392	0.001945447155
393	0.001926048836
394	0.001879041699
395	0.001860573495
396	0.001842941939
397	0.001791157928
398	0.001745954575
399	0.001705206466
400	0.001666722193
401	0.001631054204
402	0.001595425884
403	0.001582121952
404	0.00156947001
405	0.001530233732
406	0.00151585201
407	0.001482385378
408	0.001452395201
409	0.001424568444
410	0.001413440176
411	0.001379508207
412	0.001369266464
413	0.001333172049
414	0.001323634176
415	0.001314555594
416	0.001305912746
417	0.001278704772
418	0.001246153481
419	0.001238040738
420	0.001230315569
421	0.001205112135
422	0.001197709953
423	0.001177778817
424	0.001150645612
425	0.001127728997
426	0.001099438982
427	0.001069040048
428	0.001042484783
429	0.00103643063
430	0.001030683508
431	0.001002527749
432	0.0009853671548
433	0.000958301335
434	0.0009361149255
435	0.0009133625576
436	0.0008929751573
437	0.0008691269651
438	0.0008531678478
439	0.0008348601546
440	0.0008219759306
441	0.0008141689254
442	0.0007932695852
443	0.0007748312776
444	0.0007593454106
445	0.000747351146
446	0.0007403968598
447	0.0007186211403
448	0.0006993330703
449	0.0006816499209
450	0.000675380433
451	0.0006579705323
452	0.0006406896216
453	0.0006274640549
454	0.0006218766144
455	0.0006165426039
456	0.0006022937676
457	0.0005882022105
458	0.0005749536467
459	0.0005636297108
460	0.0005496946521
461	0.0005361079073
462	0.0005212850326
463	0.0005089075437
464	0.0005015260752
465	0.0004883161202
466	0.0004757795863
467	0.0004630050806
468	0.0004499180353
469	0.0004388160823
470	0.0004269716629
471	0.0004165226933
472	0.0004064722425
473	0.0003953308765
474	0.0003851195799
475	0.0003767990329
476	0.0003738100007
477	0.0003649847002
478	0.0003558588181
479	0.0003534534753
480	0.0003451731572
481	0.0003382865531
482	0.0003324935563
483	0.0003238103259
484	0.0003174033937
485	0.0003094638265
486	0.0003072217968
487	0.0003043053227
488	0.000302506617
489	0.0003007965156
490	0.0002940171016
491	0.0002923651296
492	0.0002907934802
493	0.0002834853298
494	0.0002816223458
495	0.0002762635023
496	0.000274894774
497	0.0002681440453
498	0.0002621008175
499	0.0002601201113
500	0.0002588526557
501	0.0002541492612
502	0.0002526528286
503	0.0002486767441
504	0.0002469637755
505	0.0002458770506
506	0.000243599976
507	0.0002395220688
508	0.0002384749683
509	0.0002363813598
510	0.000235372648
511	0.000233363558
512	0.0002323921554
513	0.0002261392213
514	0.000224794885
515	0.0002215568368
516	0.0002206740212
517	0.0002164351765
518	0.0002155885842
519	0.0002121933824
520	0.0002088562361
521	0.0002049782461
522	0.0002041680281
523	0.0002009977639
524	0.0001981580251
525	0.0001954152144
526	0.0001942720592
527	0.0001913451858
528	0.0001885347592
529	0.0001859717427
530	0.0001832791528
531	0.0001805946628
532	0.0001780362791
533	0.0001757384526
534	0.0001749519417
535	0.0001724927854
536	0.0001701323958
537	0.0001673353752
538	0.000165084025
539	0.0001629235508
540	0.0001609379831
541	0.0001601585716
542	0.000157567653
543	0.0001568221939
544	0.0001549663442
545	0.0001527838489
546	0.0001520743664
547	0.000150289815
548	0.0001482754781
549	0.0001464864882
550	0.0001458028757
551	0.0001441557798
552	0.0001422985996
553	0.0001416476722
554	0.0001393561588
555	0.000138709514
556	0.0001371525
557	0.0001350064926
558	0.0001330524431
559	0.0001316555707
560	0.0001310811338
561	0.0001294201212
562	0.0001279417646
563	0.0001249586923
564	0.0001244580311
565	0.0001219615125
566	0.0001213263899
567	0.0001185553727
568	0.0001172356095
569	0.0001159118211
570	0.0001154343449
571	0.0001149789403
572	0.0001130468079
573	0.0001118677251
574	0.0001096541183
575	0.0001078486475
576	0.0001046789594
577	0.0001041297938
578	0.000102739122
579	0.0001006301178
580	9.821897549e-05
581	9.770130921e-05
582	9.500308763e-05
583	9.45209113e-05
584	9.406266417e-05
585	9.151826492e-05
586	8.969780792e-05
587	8.926303136e-05
588	8.882701821e-05
589	8.70265027e-05
590	8.494786613e-05
591	8.453694425e-05
592	8.217669456e-05
593	8.015006302e-05
594	7.978242652e-05
595	7.857151384e-05
596	7.82075506e-05
597	7.786271713e-05
598	7.752152733e-05
599	7.654313482e-05
600	7.569975001e-05
601	7.491978681e-05
602	7.45876837e-05
603	7.346610783e-05
604	7.145282997e-05
605	7.112952143e-05
606	6.950939799e-05
607	6.765455589e-05
608	6.590831847e-05
609	6.446127487e-05
610	6.275571622e-05
611	6.120132562e-05
612	5.972435288e-05
613	5.832077383e-05
614	5.706577849e-05
615	5.575718296e-05
616	5.432425525e-05
617	5.280509857e-05
618	5.169431412e-05
619	5.036607828e-05
620	5.002826192e-05
621	4.939716668e-05
622	4.90186419e-05
623	4.880553945e-05
624	4.843097611e-05
625	4.714516902e-05
626	4.662410078e-05
627	4.643513519e-05
628	4.506208411e-05
629	4.388766969e-05
630	4.361249891e-05
631	4.316042628e-05
632	4.273386039e-05
633	4.242726449e-05
634	4.133052371e-05
635	4.050513105e-05
636	4.01621429e-05
637	3.914048511e-05
638	3.899409786e-05
639	3.847103188e-05
640	3.763989818e-05
641	3.733577069e-05
642	3.654510841e-05
643	3.582500897e-05
644	3.554613845e-05
645	3.528243752e-05
646	3.503292861e-05
647	3.449780979e-05
648	3.381083693e-05
649	3.358120328e-05
650	3.281884326e-05
651	3.217493566e-05
652	3.152377745e-05
653	3.138721238e-05
654	3.069081983e-05
655	3.002182386e-05
656	2.942598767e-05
657	2.885264459e-05
658	2.806113803e-05
659	2.753886343e-05
660	2.733831504e-05
661	2.677496587e-05
662	2.619070856e-05
663	2.563988873e-05
664	2.492724889e-05
665	2.421886415e-05
666	2.355776314e-05
667	2.314576443e-05
668	2.301315652e-05
669	2.28487046e-05
670	2.238885766e-05
671	2.223324871e-05
672	2.182004677e-05
673	2.143220809e-05
674	2.099108436e-05
675	2.085991818e-05
676	2.072226994e-05
677	2.062583795e-05
678	2.026610318e-05
679	2.017438857e-05
680	1.994946934e-05
681	1.986129948e-05
682	1.936059183e-05
683	1.898951906e-05
684	1.890474916e-05
685	1.870595731e-05
686	1.862453216e-05
687	1.854700024e-05
688	1.820128322e-05
689	1.812663357e-05
690	1.805556919e-05
691	1.772985982e-05
692	1.753925851e-05
693	1.743823384e-05
694	1.737269034e-05
695	1.719458091e-05
696	1.689395402e-05
697	1.677889386e-05
698	1.659225823e-05
699	1.638605129e-05
700	1.598292402e-05
701	1.574796417e-05
702	1.547754197e-05
703	1.536801804e-05
704	1.51522681e-05
705	1.478228708e-05
706	1.444719538e-05
707	1.410352686e-05
708	1.379018371e-05
709	1.3483642e-05
710	1.341121954e-05
711	1.332804609e-05
712	1.303750711e-05
713	1.295827399e-05
714	1.265036993e-05
715	1.238750958e-05
716	1.232411279e-05
717	1.216874342e-05
718	1.182665471e-05
719	1.154604159e-05
720	1.129740358e-05
721	1.095123247e-05
722	1.062301572e-05
723	1.031181179e-05
724	1.001672928e-05
725	9.80812231e-06
726	9.597280342e-06
727	9.388470017e-06
728	9.191246572e-06
729	9.010604703e-06
730	8.825400302e-06
731	8.631113846e-06
732	8.452140272e-06
733	8.382186047e-06
734	8.211438294e-06
735	8.031947049e-06
736	7.976742642e-06
737	7.822314035e-06
738	7.670835853e-06
739	7.627435088e-06
740	7.473090616e-06
741	7.354663523e-06
742	7.313375035e-06
743	7.168101043e-06
744	7.012457207e-06
745	6.869891208e-06
746	6.821604235e-06
747	6.686025542e-06
748	6.561613196e-06
749	6.437031112e-06
750	6.319244028e-06
751	6.207808602e-06
752	6.056913474e-06
753	6.016871315e-06
754	5.873284242e-06
755	5.785119415e-06
756	5.650247467e-06
757	5.622519156e-06
758	5.596060784e-06
759	5.467222563e-06
760	5.358287807e-06
761	5.323148912e-06
762	5.217960247e-06
763	5.181047433e-06
764	5.056444736e-06
765	4.959728946e-06
766	4.923490765e-06
767	4.837571147e-06
768	4.745618187e-06
769	4.71213452e-06
770	4.676039533e-06
771	4.565915033e-06
772	4.495439699e-06
773	4.470594162e-06
774	4.420896536e-06
775	4.387954975e-06
776	4.365182029e-06
777	4.262232571e-06
778	4.195911902e-06
779	4.178068196e-06
780	4.113035875e-06
781	4.051818662e-06
782	3.957778042e-06
783	3.936456584e-06
784	3.849067672e-06
785	3.793770583e-06
786	3.776872771e-06
787	3.70379522e-06
788	3.611983368e-06
789	3.541794965e-06
790	3.505341409e-06
791	3.439213696e-06
792	3.374510239e-06
793	3.35957291e-06
794	3.335022063e-06
795	3.268545779e-06
796	3.238886663e-06
797	3.179370362e-06
798	3.157162096e-06
799	3.089089271e-06
800	3.061866988e-06
801	3.003787261e-06
802	2.983819131e-06
803	2.927902495e-06
804	2.873949479e-06
805	2.855259924e-06
806	2.80330041e-06
807	2.74603077e-06
808	2.694161333e-06
809	2.677285569e-06
810	2.631528727e-06
811	2.617911126e-06
812	2.573673799e-06
813	2.548882972e-06
814	2.45097414e-06
815	2.359286927e-06
816	2.273464831e-06
817	2.204625935e-06
818	2.184158442e-06
819	2.119786936e-06
820	2.086580147e-06
821	2.056371196e-06
822	2.023863687e-06
823	1.99024496e-06
824	1.970638916e-06
825	1.938237298e-06
826	1.907276186e-06
827	1.877682198e-06
828	1.849387214e-06
829	1.829756256e-06
830	1.805432402e-06
831	1.763107401e-06
832	1.732093765e-06
833	1.693025271e-06
834	1.656183416e-06
835	1.608898748e-06
836	1.599227818e-06
837	1.554543596e-06
838	1.522292739e-06
839	1.503234897e-06
840	1.466516109e-06
841	1.436052553e-06
842	1.40228372e-06
843	1.391865178e-06
844	1.354831912e-06
845	1.322823525e-06
846	1.315007567e-06
847	1.305628371e-06
848	1.276218621e-06
849	1.240168185e-06
850	1.214758665e-06
851	1.182007441e-06
852	1.154470245e-06
853	1.126426243e-06
854	1.100833684e-06
855	1.087221058e-06
856	1.063722506e-06
857	1.042403157e-06
858	1.020382037e-06
859	1.007769642e-06
860	9.917646543e-07
861	9.689748435e-07
862	9.623127513e-07
863	9.407815929e-07
864	9.213722438e-07
865	9.13490299e-07
866	8.955091901e-07
867	8.880527746e-07
868	8.721482643e-07
869	8.610539068e-07
870	8.504357667e-07
871	8.435015722e-07
872	8.219569793e-07
873	8.031217994e-07
874	7.845784446e-07
875	7.710356889e-07
876	7.618791104e-07
877	7.446763195e-07
878	7.34139088e-07
879	7.214992205e-07
880	7.135798255e-07
881	7.046402864e-07
882	6.866533254e-07
883	6.715230109e-07
884	6.655196686e-07
885	6.500265409e-07
886	6.439682762e-07
887	6.280317453e-07
888	6.149615604e-07
889	6.021776538e-07
890	5.88073238e-07
891	5.750264211e-07
892	5.672609833e-07
893	5.60052637e-07
894	5.460209639e-07
895	5.336824752e-07
896	5.284220768e-07
897	5.234498803e-07
898	5.165012105e-07
899	5.025576999e-07
900	4.959784367e-07
901	4.845897993e-07
902	4.783408584e-07
903	4.685458411e-07
904	4.589519191e-07
905	4.483554264e-07
906	4.364934446e-07
907	4.250436184e-07
908	4.188890193e-07
909	4.102837242e-07
910	4.049760646e-07
911	3.957336382e-07
912	3.880035774e-07
913	3.830770363e-07
914	3.730104886e-07
915	3.671803248e-07
916	3.612425571e-07
917	3.537576529e-07
918	3.456894979e-07
919	3.414792284e-07
920	3.327245382e-07
921	3.242897552e-07
922	3.192710474e-07
923	3.104552122e-07
924	3.057773011e-07
925	2.981209252e-07
926	2.904725027e-07
927	2.869194287e-07
928	2.802516487e-07
929	2.739210914e-07
930	2.672314662e-07
931	2.660385328e-07
932	2.628736588e-07
933	2.560901417e-07
934	2.482802159e-07
935	2.472094825e-07
936	2.398246882e-07
937	2.369798067e-07
938	2.324180167e-07
939	2.280152241e-07
940	2.254450658e-07
941	2.212488963e-07
942	2.172004524e-07
943	2.148769678e-07
944	2.110184587e-07
945	2.072973558e-07
946	2.039642422e-07
947	2.018775702e-07
948	1.944931429e-07
949	1.875731205e-07
950	1.822951453e-07
951	1.78562579e-07
952	1.742471641e-07
953	1.701664748e-07
954	1.66309066e-07
955	1.639862324e-07
956	1.605171258e-07
957	1.572614096e-07
958	1.562242574e-07
959	1.552324048e-07
960	1.528459167e-07
961	1.51907946e-07
962	1.496691031e-07
963	1.487993355e-07
964	1.455252632e-07
965	1.435739854e-07
966	1.404167959e-07
967	1.383336496e-07
968	1.363462938e-07
969	1.336837949e-07
970	1.311927279e-07
971	1.304524206e-07
972	1.297264988e-07
973	1.290334436e-07
974	1.262179952e-07
975	1.255524014e-07
976	1.249166886e-07
977	1.222180559e-07
978	1.216024868e-07
979	1.202422991e-07
980	1.168633922e-07
981	1.156011468e-07
982	1.117158844e-07
983	1.09354782e-07
984	1.08786251e-07
985	1.058508843e-07
986	1.047373457e-07
987	1.021100804e-07
988	9.882961568e-08
989	9.641397342e-08
990	9.425587839e-08
991	9.221267741e-08
992	9.071573147e-08
993	8.931492706e-08
994	8.800306782e-08
995	8.752367262e-08
996	8.53241329e-08
997	8.485832514e-08
998	8.441321232e-08
999	8.271372009e-08
