exchange,exchangename,scripcode,scripshortname
2,NSEFO,119630,LT
2,NSEFO,119631,LT
2,NSEFO,119632,LT
2,NSEFO,119633,LT
2,NSEFO,119634,LT
2,NSEFO,57554,LT
2,NSEFO,57555,LT
2,NSEFO,57558,MARUTI
2,NSEFO,57559,MARUTI
2,NSEFO,57560,MARUTI
2,NSEFO,57561,MARUTI
2,NSEFO,57566,MCX
2,NSEFO,57567,MCX
2,NSEFO,57568,MCX
2,NSEFO,57569,MCX
2,NSEFO,57570,MCX
2,NSEFO,57571,MCX
2,NSEFO,57572,MCX
2,NSEFO,57573,MCX
2,NSEFO,57574,IBULHSGFIN
2,NSEFO,57575,IBULHSGFIN
2,NSEFO,57576,PAGEIND
2,NSEFO,57577,PAGEIND
2,NSEFO,57582,IBULHSGFIN
2,NSEFO,57583,IBULHSGFIN
2,NSEFO,57590,IBULHSGFIN
2,NSEFO,57591,IBULHSGFIN
2,NSEFO,57592,PFC
2,NSEFO,57593,PFC
2,NSEFO,57596,IBULHSGFIN
2,NSEFO,57597,IBULHSGFIN
2,NSEFO,57598,PFC
2,NSEFO,57599,PFC
2,NSEFO,57602,IBULHSGFIN
2,NSEFO,57603,IBULHSGFIN
2,NSEFO,57604,PFC
2,NSEFO,50135,NIFTY
2,NSEFO,50136,BANKNIFTY
2,NSEFO,50137,NIFTY
2,NSEFO,50138,NIFTY
2,NSEFO,50139,BANKNIFTY
2,NSEFO,50140,NIFTY
2,NSEFO,50141,NIFTY
2,NSEFO,50142,NIFTY
2,NSEFO,50143,NIFTY
2,NSEFO,119317,LT
2,NSEFO,119318,LT
2,NSEFO,119319,LT
2,NSEFO,119320,LT
2,NSEFO,119321,LT
2,NSEFO,119322,LT
2,NSEFO,119323,LT
2,NSEFO,119324,LT
2,NSEFO,119325,LT
2,NSEFO,119326,LT
2,NSEFO,119327,LT
2,NSEFO,119328,LT
2,NSEFO,119329,LT
2,NSEFO,119330,LT
2,NSEFO,119331,LT
2,NSEFO,119332,EICHERMOT
2,NSEFO,119333,EICHERMOT
2,NSEFO,119334,LT
2,NSEFO,119451,EICHERMOT
2,NSEFO,119452,EICHERMOT
2,NSEFO,119453,EICHERMOT
2,NSEFO,119454,EICHERMOT
2,NSEFO,119455,EICHERMOT
2,NSEFO,57532,ICICIGI
2,NSEFO,57533,ICICIGI
2,NSEFO,57534,ICICIGI
2,NSEFO,57535,ICICIGI
2,NSEFO,57538,IDFC
2,NSEFO,57539,IDFC
2,NSEFO,57540,IDFC
2,NSEFO,57541,IDFC
2,NSEFO,115022,DIVISLAB
2,NSEFO,115023,DIVISLAB
2,NSEFO,115024,DIVISLAB
2,NSEFO,115048,M&M
2,NSEFO,115052,DIVISLAB
2,NSEFO,115053,DIVISLAB
2,NSEFO,115054,DIVISLAB
2,NSEFO,115055,DIVISLAB
2,NSEFO,115056,DIVISLAB
2,NSEFO,115057,DIVISLAB
2,NSEFO,115069,JINDALSTEL
2,NSEFO,115070,JINDALSTEL
2,NSEFO,115071,JINDALSTEL
2,NSEFO,115072,JINDALSTEL
2,NSEFO,115073,JINDALSTEL
2,NSEFO,115074,JINDALSTEL
2,NSEFO,115075,DIVISLAB
2,NSEFO,115076,DIVISLAB
2,NSEFO,115077,DIVISLAB
2,NSEFO,115078,DIVISLAB
2,NSEFO,115079,DIVISLAB
2,NSEFO,115080,DIVISLAB
2,NSEFO,115105,DIVISLAB
2,NSEFO,114096,DEEPAKNTR
2,NSEFO,114097,DEEPAKNTR
2,NSEFO,114098,DEEPAKNTR
2,NSEFO,114099,DEEPAKNTR
2,NSEFO,114100,DEEPAKNTR
2,NSEFO,114101,DEEPAKNTR
2,NSEFO,114102,DEEPAKNTR
2,NSEFO,114103,DEEPAKNTR
2,NSEFO,114104,DEEPAKNTR
2,NSEFO,114105,DEEPAKNTR
2,NSEFO,114106,DEEPAKNTR
2,NSEFO,114107,DEEPAKNTR
2,NSEFO,114108,DEEPAKNTR
2,NSEFO,114109,DEEPAKNTR
2,NSEFO,114110,DEEPAKNTR
2,NSEFO,114111,DEEPAKNTR
2,NSEFO,114112,DEEPAKNTR
2,NSEFO,114113,DEEPAKNTR
2,NSEFO,114114,DEEPAKNTR
2,NSEFO,114115,DEEPAKNTR
2,NSEFO,114116,DEEPAKNTR
2,NSEFO,114117,DEEPAKNTR
2,NSEFO,114118,DEEPAKNTR
2,NSEFO,114119,DEEPAKNTR
2,NSEFO,114120,DEEPAKNTR
2,NSEFO,114121,DEEPAKNTR
2,NSEFO,114122,DEEPAKNTR
2,NSEFO,114123,DEEPAKNTR
2,NSEFO,114124,DEEPAKNTR
2,NSEFO,114125,DEEPAKNTR
2,NSEFO,121023,EXIDEIND
2,NSEFO,121024,EXIDEIND
2,NSEFO,121025,EXIDEIND
2,NSEFO,121026,EXIDEIND
2,NSEFO,121027,EXIDEIND
2,NSEFO,121028,EXIDEIND
2,NSEFO,121029,EXIDEIND
2,NSEFO,121055,LUPIN
2,NSEFO,121056,LUPIN
2,NSEFO,121057,LUPIN
2,NSEFO,121058,LUPIN
2,NSEFO,121059,LUPIN
2,NSEFO,121060,LUPIN
2,NSEFO,121061,LUPIN
2,NSEFO,121062,LUPIN
2,NSEFO,121063,LUPIN
2,NSEFO,121064,LUPIN
2,NSEFO,121065,LUPIN
2,NSEFO,121066,LUPIN
2,NSEFO,121067,M&M
2,NSEFO,121070,M&M
2,NSEFO,121071,M&M
2,NSEFO,121074,M&M
2,NSEFO,121075,M&M
2,NSEFO,121078,M&M
2,NSEFO,121198,LUPIN
2,NSEFO,121199,LUPIN
2,NSEFO,121200,LUPIN
2,NSEFO,121201,LUPIN
2,NSEFO,121202,LUPIN
2,NSEFO,121203,LUPIN
2,NSEFO,121204,LUPIN
2,NSEFO,119635,LT
2,NSEFO,119636,LT
2,NSEFO,119637,ESCORTS
2,NSEFO,119638,ESCORTS
2,NSEFO,119639,LT
2,NSEFO,119640,LT
2,NSEFO,119641,ESCORTS
2,NSEFO,119642,ESCORTS
2,NSEFO,119643,ESCORTS
2,NSEFO,119644,ESCORTS
2,NSEFO,119645,ESCORTS
2,NSEFO,119646,ESCORTS
2,NSEFO,119647,ESCORTS
2,NSEFO,119719,LT
2,NSEFO,119720,LT
2,NSEFO,119721,LT
2,NSEFO,119722,LT
2,NSEFO,119723,LT
2,NSEFO,119724,LT
2,NSEFO,119725,ESCORTS
2,NSEFO,119726,ESCORTS
2,NSEFO,119727,ESCORTS
2,NSEFO,119728,ESCORTS
2,NSEFO,119729,ESCORTS
2,NSEFO,119730,ESCORTS
2,NSEFO,119731,ESCORTS
2,NSEFO,119732,ESCORTS
2,NSEFO,119737,LT
2,NSEFO,119738,LT
2,NSEFO,119739,LTIM
2,NSEFO,119740,LTIM
2,NSEFO,119741,ESCORTS
2,NSEFO,57605,PFC
2,NSEFO,57606,PFC
2,NSEFO,57607,PFC
2,NSEFO,57608,IBULHSGFIN
2,NSEFO,57609,IBULHSGFIN
2,NSEFO,57612,PFC
2,NSEFO,57613,PFC
2,NSEFO,57616,PFC
2,NSEFO,57617,PFC
2,NSEFO,57620,IBULHSGFIN
2,NSEFO,57621,IBULHSGFIN
2,NSEFO,57624,PNB
2,NSEFO,57625,PNB
2,NSEFO,57628,PNB
2,NSEFO,57629,PNB
2,NSEFO,54929,ESCORTS
2,NSEFO,54930,ESCORTS
2,NSEFO,54931,ESCORTS
2,NSEFO,54932,ESCORTS
2,NSEFO,54933,ESCORTS
2,NSEFO,54934,ESCORTS
2,NSEFO,54935,FINNIFTY
2,NSEFO,54936,FINNIFTY
2,NSEFO,54941,FINNIFTY
2,NSEFO,54942,FINNIFTY
2,NSEFO,54945,GRASIM
2,NSEFO,54946,GRASIM
2,NSEFO,54949,FINNIFTY
2,NSEFO,54951,HDFCBANK
2,NSEFO,54952,HDFCBANK
2,NSEFO,54953,MIDCPNIFTY
2,NSEFO,114126,DEEPAKNTR
2,NSEFO,114127,DEEPAKNTR
2,NSEFO,114128,DEEPAKNTR
2,NSEFO,114129,DEEPAKNTR
2,NSEFO,114130,DEEPAKNTR
2,NSEFO,114131,DEEPAKNTR
2,NSEFO,114132,DEEPAKNTR
2,NSEFO,114133,DEEPAKNTR
2,NSEFO,114134,DEEPAKNTR
2,NSEFO,114135,DEEPAKNTR
2,NSEFO,114136,DEEPAKNTR
2,NSEFO,114137,DEEPAKNTR
2,NSEFO,114138,DEEPAKNTR
2,NSEFO,114139,DEEPAKNTR
2,NSEFO,114140,DEEPAKNTR
2,NSEFO,114141,DEEPAKNTR
2,NSEFO,114142,DEEPAKNTR
2,NSEFO,114143,DEEPAKNTR
2,NSEFO,114144,DEEPAKNTR
2,NSEFO,114145,DEEPAKNTR
2,NSEFO,114146,DEEPAKNTR
2,NSEFO,114147,DEEPAKNTR
2,NSEFO,114148,DEEPAKNTR
2,NSEFO,114149,DEEPAKNTR
2,NSEFO,114150,DEEPAKNTR
2,NSEFO,114151,DEEPAKNTR
2,NSEFO,114152,DEEPAKNTR
2,NSEFO,114153,DEEPAKNTR
2,NSEFO,114154,DEEPAKNTR
2,NSEFO,49870,FINNIFTY
2,NSEFO,119742,ESCORTS
2,NSEFO,119743,ESCORTS
2,NSEFO,119744,LTIM
2,NSEFO,119745,LTIM
2,NSEFO,119746,LTIM
2,NSEFO,119747,LTIM
2,NSEFO,119748,LTIM
2,NSEFO,119749,LTIM
2,NSEFO,119750,LTIM
2,NSEFO,119751,LTIM
2,NSEFO,119752,LTIM
2,NSEFO,119753,LTIM
2,NSEFO,119754,LTIM
2,NSEFO,119755,LTIM
2,NSEFO,119756,LTIM
2,NSEFO,119757,LTIM
2,NSEFO,119758,LTIM
2,NSEFO,119759,LTIM
2,NSEFO,119760,LTIM
2,NSEFO,119761,LTIM
2,NSEFO,119762,LTIM
2,NSEFO,119763,LTIM
2,NSEFO,119764,ESCORTS
2,NSEFO,119768,LTIM
2,NSEFO,119769,ESCORTS
2,NSEFO,119770,ESCORTS
2,NSEFO,119771,ESCORTS
2,NSEFO,119772,ESCORTS
2,NSEFO,119773,ESCORTS
2,NSEFO,119774,ESCORTS
2,NSEFO,119775,ESCORTS
2,NSEFO,119776,ESCORTS
2,NSEFO,117586,LALPATHLAB
2,NSEFO,117587,EICHERMOT
2,NSEFO,117588,EICHERMOT
2,NSEFO,117589,EICHERMOT
2,NSEFO,117590,EICHERMOT
2,NSEFO,117591,EICHERMOT
2,NSEFO,117592,EICHERMOT
2,NSEFO,117593,EICHERMOT
2,NSEFO,117594,EICHERMOT
2,NSEFO,117595,EICHERMOT
2,NSEFO,117596,EICHERMOT
2,NSEFO,117597,EICHERMOT
2,NSEFO,117598,EICHERMOT
2,NSEFO,117599,EICHERMOT
2,NSEFO,117600,EICHERMOT
2,NSEFO,117601,EICHERMOT
2,NSEFO,117602,EICHERMOT
2,NSEFO,117603,EICHERMOT
2,NSEFO,117604,EICHERMOT
2,NSEFO,117605,EICHERMOT
2,NSEFO,117606,EICHERMOT
2,NSEFO,117607,EICHERMOT
2,NSEFO,117608,EICHERMOT
2,NSEFO,117609,EICHERMOT
2,NSEFO,117610,EICHERMOT
2,NSEFO,117611,EICHERMOT
2,NSEFO,117612,EICHERMOT
2,NSEFO,117613,EICHERMOT
2,NSEFO,117614,EICHERMOT
2,NSEFO,117625,EICHERMOT
2,NSEFO,121205,LUPIN
2,NSEFO,121206,LUPIN
2,NSEFO,121207,LUPIN
2,NSEFO,121208,LUPIN
2,NSEFO,121209,LUPIN
2,NSEFO,121210,LUPIN
2,NSEFO,121229,LUPIN
2,NSEFO,121230,LUPIN
2,NSEFO,121231,LUPIN
2,NSEFO,121232,LUPIN
2,NSEFO,121233,LUPIN
2,NSEFO,121234,LUPIN
2,NSEFO,121235,LUPIN
2,NSEFO,121236,LUPIN
2,NSEFO,121237,LUPIN
2,NSEFO,121238,M&M
2,NSEFO,121239,M&M
2,NSEFO,121242,M&M
2,NSEFO,121243,M&M
2,NSEFO,121246,M&M
2,NSEFO,121247,M&M
2,NSEFO,121250,M&M
2,NSEFO,121251,M&M
2,NSEFO,121254,M&M
2,NSEFO,121255,M&M
2,NSEFO,121258,M&M
2,NSEFO,121259,M&M
2,NSEFO,121262,M&M
2,NSEFO,121263,M&M
2,NSEFO,121266,M&M
2,NSEFO,121267,M&M
2,NSEFO,121270,M&M
2,NSEFO,55490,MIDCPNIFTY
2,NSEFO,55491,GMRINFRA
2,NSEFO,55492,GMRINFRA
2,NSEFO,55495,MIDCPNIFTY
2,NSEFO,55496,MIDCPNIFTY
2,NSEFO,55501,IDFC
2,NSEFO,55502,IDFC
2,NSEFO,55503,MIDCPNIFTY
2,NSEFO,55504,MIDCPNIFTY
2,NSEFO,55507,IDFCFIRSTB
2,NSEFO,55509,IDFCFIRSTB
2,NSEFO,55511,MIDCPNIFTY
2,NSEFO,55512,MIDCPNIFTY
2,NSEFO,55515,MIDCPNIFTY
2,NSEFO,55516,MIDCPNIFTY
2,NSEFO,55517,LICHSGFIN
2,NSEFO,55518,LICHSGFIN
2,NSEFO,55519,MIDCPNIFTY
2,NSEFO,56025,BHEL
2,NSEFO,56026,BHEL
2,NSEFO,56027,BHEL
2,NSEFO,56028,BHEL
2,NSEFO,56029,BHEL
2,NSEFO,56030,BHEL
2,NSEFO,56031,BHEL
2,NSEFO,56032,BHEL
2,NSEFO,56033,BHEL
2,NSEFO,56034,BHEL
2,NSEFO,56035,BHEL
2,NSEFO,56036,MIDCPNIFTY
2,NSEFO,56037,MIDCPNIFTY
2,NSEFO,119456,EICHERMOT
2,NSEFO,119457,EICHERMOT
2,NSEFO,119458,EICHERMOT
2,NSEFO,119459,EICHERMOT
2,NSEFO,119460,EICHERMOT
2,NSEFO,119461,EICHERMOT
2,NSEFO,119462,EICHERMOT
2,NSEFO,119463,EICHERMOT
2,NSEFO,119464,EICHERMOT
2,NSEFO,119465,EICHERMOT
2,NSEFO,119466,EICHERMOT
2,NSEFO,119467,EICHERMOT
2,NSEFO,119468,EICHERMOT
2,NSEFO,119546,LT
2,NSEFO,119547,ESCORTS
2,NSEFO,119548,ESCORTS
2,NSEFO,119549,ESCORTS
2,NSEFO,119551,ESCORTS
2,NSEFO,119552,ESCORTS
2,NSEFO,119553,ESCORTS
2,NSEFO,119554,ESCORTS
2,NSEFO,119555,ESCORTS
2,NSEFO,119556,ESCORTS
2,NSEFO,119557,ESCORTS
2,NSEFO,119558,ESCORTS
2,NSEFO,119559,ESCORTS
2,NSEFO,119560,ESCORTS
2,NSEFO,119561,ESCORTS
2,NSEFO,119562,ESCORTS
2,NSEFO,119563,ESCORTS
2,NSEFO,119564,ESCORTS
2,NSEFO,56040,BPCL
2,NSEFO,56041,BPCL
2,NSEFO,56042,COLPAL
2,NSEFO,56043,COLPAL
2,NSEFO,56046,MIDCPNIFTY
2,NSEFO,57630,PNB
2,NSEFO,57631,PNB
2,NSEFO,57633,PFC
2,NSEFO,57634,PNB
2,NSEFO,57635,PNB
2,NSEFO,57638,POLYCAB
2,NSEFO,57639,POLYCAB
2,NSEFO,57640,POLYCAB
2,NSEFO,57641,POLYCAB
2,NSEFO,57646,RBLBANK
2,NSEFO,57647,RBLBANK
2,NSEFO,57650,RBLBANK
2,NSEFO,57651,RBLBANK
2,NSEFO,57666,RECLTD
2,NSEFO,57667,RECLTD
2,NSEFO,57668,RECLTD
2,NSEFO,57669,RECLTD
2,NSEFO,57670,RECLTD
2,NSEFO,55671,FINNIFTY
2,NSEFO,55672,FINNIFTY
2,NSEFO,55673,FINNIFTY
2,NSEFO,55674,FINNIFTY
2,NSEFO,55675,FINNIFTY
2,NSEFO,55676,FINNIFTY
2,NSEFO,55677,FINNIFTY
2,NSEFO,55678,MIDCPNIFTY
2,NSEFO,119777,LTIM
2,NSEFO,119778,LTIM
2,NSEFO,119779,LTIM
2,NSEFO,119780,LTIM
2,NSEFO,119781,LTIM
2,NSEFO,119782,LTIM
2,NSEFO,119783,LTIM
2,NSEFO,119784,LTIM
2,NSEFO,119785,LTIM
2,NSEFO,119786,LTIM
2,NSEFO,119787,LTIM
2,NSEFO,119788,LTIM
2,NSEFO,119789,LTIM
2,NSEFO,119790,LTIM
2,NSEFO,119791,LTIM
2,NSEFO,119792,LTIM
2,NSEFO,119793,LTIM
2,NSEFO,119794,LTIM
2,NSEFO,119795,LTIM
2,NSEFO,119796,LTIM
2,NSEFO,119797,LTIM
2,NSEFO,119798,LTIM
2,NSEFO,119799,LTIM
2,NSEFO,119800,LTIM
2,NSEFO,119801,LTIM
2,NSEFO,119802,LTIM
2,NSEFO,119803,LTIM
2,NSEFO,119804,LTIM
2,NSEFO,119805,LTIM
2,NSEFO,119806,LTIM
2,NSEFO,119807,LTIM
2,NSEFO,119808,LTIM
2,NSEFO,158371,TATAPOWER
2,NSEFO,158372,TATAPOWER
2,NSEFO,158373,TATAPOWER
2,NSEFO,158374,TATAPOWER
2,NSEFO,158375,TATAPOWER
2,NSEFO,158376,TATAPOWER
2,NSEFO,158377,TATAPOWER
2,NSEFO,158378,TATAPOWER
2,NSEFO,158379,TATAPOWER
2,NSEFO,158380,TATAPOWER
2,NSEFO,158381,TATAPOWER
2,NSEFO,158382,TATAPOWER
2,NSEFO,158383,TATAPOWER
2,NSEFO,158384,TATAPOWER
2,NSEFO,158385,TATAPOWER
2,NSEFO,158386,TATAPOWER
2,NSEFO,158387,TATASTEEL
2,NSEFO,158388,TATASTEEL
2,NSEFO,158389,TATASTEEL
2,NSEFO,158390,TATASTEEL
2,NSEFO,158391,TATASTEEL
2,NSEFO,158392,TATASTEEL
2,NSEFO,158393,TATASTEEL
2,NSEFO,158394,TATASTEEL
2,NSEFO,158395,TATASTEEL
2,NSEFO,158396,TATASTEEL
2,NSEFO,158397,TATASTEEL
2,NSEFO,158398,TATASTEEL
2,NSEFO,158399,TATASTEEL
2,NSEFO,158400,TATASTEEL
2,NSEFO,115106,DIVISLAB
2,NSEFO,115114,M&M
2,NSEFO,115115,M&M
2,NSEFO,115116,M&M
2,NSEFO,115117,M&M
2,NSEFO,115118,M&M
2,NSEFO,115119,M&M
2,NSEFO,115120,M&M
2,NSEFO,115121,M&M
2,NSEFO,115122,M&M
2,NSEFO,115123,M&M
2,NSEFO,115124,M&M
2,NSEFO,115131,M&M
2,NSEFO,115132,M&M
2,NSEFO,115133,M&M
2,NSEFO,115134,M&M
2,NSEFO,115135,M&M
2,NSEFO,115136,M&M
2,NSEFO,115137,M&M
2,NSEFO,115138,M&M
2,NSEFO,115139,M&M
2,NSEFO,115140,M&M
2,NSEFO,115141,DIXON
2,NSEFO,115142,DIXON
2,NSEFO,115143,DIXON
2,NSEFO,115144,DIXON
2,NSEFO,115145,DIXON
2,NSEFO,115146,DIXON
2,NSEFO,115147,DIXON
2,NSEFO,115148,DIXON
2,NSEFO,115149,DIXON
2,NSEFO,115150,M&M
2,NSEFO,49873,POWERGRID
2,NSEFO,49874,POWERGRID
2,NSEFO,49875,POWERGRID
2,NSEFO,49876,POWERGRID
2,NSEFO,49877,FINNIFTY
2,NSEFO,49878,BANKNIFTY
2,NSEFO,49881,POWERGRID
2,NSEFO,49882,POWERGRID
2,NSEFO,49883,BANKNIFTY
2,NSEFO,49884,BANKNIFTY
2,NSEFO,49885,BANKNIFTY
2,NSEFO,49886,BANKNIFTY
2,NSEFO,49887,BANKNIFTY
2,NSEFO,49888,BANKNIFTY
2,NSEFO,49891,POWERGRID
2,NSEFO,49892,POWERGRID
2,NSEFO,49893,BANKNIFTY
2,NSEFO,57104,MIDCPNIFTY
2,NSEFO,57105,MIDCPNIFTY
2,NSEFO,57106,MIDCPNIFTY
2,NSEFO,57107,MIDCPNIFTY
2,NSEFO,57109,PFC
2,NSEFO,57112,BSOFT
2,NSEFO,57113,BSOFT
2,NSEFO,57114,PFC
2,NSEFO,57122,COFORGE
2,NSEFO,57123,COFORGE
2,NSEFO,57127,PFC
2,NSEFO,57128,PFC
2,NSEFO,57138,COROMANDEL
2,NSEFO,121271,M&M
2,NSEFO,121274,M&M
2,NSEFO,121275,M&M
2,NSEFO,121278,M&M
2,NSEFO,121279,M&M
2,NSEFO,121282,M&M
2,NSEFO,121283,M&M
2,NSEFO,121285,M&M
2,NSEFO,121288,M&M
2,NSEFO,121289,M&M
2,NSEFO,121292,EXIDEIND
2,NSEFO,121293,EXIDEIND
2,NSEFO,121296,M&MFIN
2,NSEFO,121297,M&MFIN
2,NSEFO,121298,M&MFIN
2,NSEFO,121299,M&MFIN
2,NSEFO,121300,M&MFIN
2,NSEFO,121301,M&MFIN
2,NSEFO,121302,M&MFIN
2,NSEFO,121303,M&MFIN
2,NSEFO,121304,M&MFIN
2,NSEFO,121305,M&MFIN
2,NSEFO,121306,M&MFIN
2,NSEFO,121307,M&MFIN
2,NSEFO,121310,M&MFIN
2,NSEFO,121312,M&M
2,NSEFO,121313,M&M
2,NSEFO,121316,M&M
2,NSEFO,121317,M&M
2,NSEFO,121320,M&M
2,NSEFO,121321,M&M
2,NSEFO,121324,M&M
2,NSEFO,117626,EICHERMOT
2,NSEFO,117627,EICHERMOT
2,NSEFO,117628,EICHERMOT
2,NSEFO,117629,EICHERMOT
2,NSEFO,117630,EICHERMOT
2,NSEFO,117631,EICHERMOT
2,NSEFO,117632,EICHERMOT
2,NSEFO,117633,EICHERMOT
2,NSEFO,117634,EICHERMOT
2,NSEFO,117635,EICHERMOT
2,NSEFO,117636,EICHERMOT
2,NSEFO,117637,EICHERMOT
2,NSEFO,117638,EICHERMOT
2,NSEFO,117639,EICHERMOT
2,NSEFO,117640,LALPATHLAB
2,NSEFO,117641,LALPATHLAB
2,NSEFO,117642,LALPATHLAB
2,NSEFO,117643,LALPATHLAB
2,NSEFO,117644,LALPATHLAB
2,NSEFO,117645,LALPATHLAB
2,NSEFO,117646,LALPATHLAB
2,NSEFO,117647,LALPATHLAB
2,NSEFO,117648,LALPATHLAB
2,NSEFO,117649,LALPATHLAB
2,NSEFO,117650,LALPATHLAB
2,NSEFO,117651,LALPATHLAB
2,NSEFO,117670,LALPATHLAB
2,NSEFO,117671,LALPATHLAB
2,NSEFO,117672,LALPATHLAB
2,NSEFO,117673,LALPATHLAB
2,NSEFO,119809,LTIM
2,NSEFO,119810,LTIM
2,NSEFO,119811,LTIM
2,NSEFO,56882,NIFTY
2,NSEFO,56883,NIFTY
2,NSEFO,56884,NIFTY
2,NSEFO,56885,NIFTY
2,NSEFO,56886,NIFTY
2,NSEFO,56887,NIFTY
2,NSEFO,56888,NIFTY
2,NSEFO,56889,NIFTY
2,NSEFO,119832,ESCORTS
2,NSEFO,119833,ESCORTS
2,NSEFO,119836,ESCORTS
2,NSEFO,119837,LTIM
2,NSEFO,119838,LTIM
2,NSEFO,119839,LTIM
2,NSEFO,119840,LTIM
2,NSEFO,119841,LTIM
2,NSEFO,119842,LTIM
2,NSEFO,119843,LTIM
2,NSEFO,119844,LTIM
2,NSEFO,119845,ESCORTS
2,NSEFO,119846,ESCORTS
2,NSEFO,119847,LTIM
2,NSEFO,119848,LTIM
2,NSEFO,119849,LTIM
2,NSEFO,119850,LTIM
2,NSEFO,119851,LTIM
2,NSEFO,50156,NIFTY
2,NSEFO,50157,NIFTY
2,NSEFO,50158,NIFTY
2,NSEFO,55679,MIDCPNIFTY
2,NSEFO,55680,FINNIFTY
2,NSEFO,55681,FINNIFTY
2,NSEFO,55682,FINNIFTY
2,NSEFO,55683,FINNIFTY
2,NSEFO,55684,FINNIFTY
2,NSEFO,55685,FINNIFTY
2,NSEFO,55686,MIDCPNIFTY
2,NSEFO,55687,MIDCPNIFTY
2,NSEFO,55688,MIDCPNIFTY
2,NSEFO,55733,FINNIFTY
2,NSEFO,55734,FINNIFTY
2,NSEFO,55735,FINNIFTY
2,NSEFO,55736,FINNIFTY
2,NSEFO,55737,FINNIFTY
2,NSEFO,55738,FINNIFTY
2,NSEFO,55739,FINNIFTY
2,NSEFO,55740,FINNIFTY
2,NSEFO,55741,FINNIFTY
2,NSEFO,55742,FINNIFTY
2,NSEFO,55743,FINNIFTY
2,NSEFO,55744,FINNIFTY
2,NSEFO,55745,FINNIFTY
2,NSEFO,55746,FINNIFTY
2,NSEFO,55747,FINNIFTY
2,NSEFO,55748,FINNIFTY
2,NSEFO,55749,FINNIFTY
2,NSEFO,55750,FINNIFTY
2,NSEFO,116969,KOTAKBANK
2,NSEFO,116970,KOTAKBANK
2,NSEFO,117674,LALPATHLAB
2,NSEFO,117675,LALPATHLAB
2,NSEFO,117676,LALPATHLAB
2,NSEFO,117677,LALPATHLAB
2,NSEFO,117678,LALPATHLAB
2,NSEFO,117679,LALPATHLAB
2,NSEFO,117680,LALPATHLAB
2,NSEFO,117681,LALPATHLAB
2,NSEFO,117682,LALPATHLAB
2,NSEFO,117683,LALPATHLAB
2,NSEFO,117684,LALPATHLAB
2,NSEFO,117685,LALPATHLAB
2,NSEFO,117686,LALPATHLAB
2,NSEFO,117687,LALPATHLAB
2,NSEFO,117688,LALPATHLAB
2,NSEFO,117689,LALPATHLAB
2,NSEFO,117690,LALPATHLAB
2,NSEFO,117691,LALPATHLAB
2,NSEFO,117692,LALPATHLAB
2,NSEFO,117693,LALPATHLAB
2,NSEFO,117694,LALPATHLAB
2,NSEFO,117695,LALPATHLAB
2,NSEFO,117696,LALPATHLAB
2,NSEFO,117697,LALPATHLAB
2,NSEFO,117698,LALPATHLAB
2,NSEFO,117699,LALPATHLAB
2,NSEFO,117700,LALPATHLAB
2,NSEFO,117701,LALPATHLAB
2,NSEFO,117702,LALPATHLAB
2,NSEFO,117703,LALPATHLAB
2,NSEFO,121341,M&M
2,NSEFO,121344,M&M
2,NSEFO,121345,M&M
2,NSEFO,121346,M&M
2,NSEFO,121347,M&M
2,NSEFO,121348,M&M
2,NSEFO,121349,EXIDEIND
2,NSEFO,121350,EXIDEIND
2,NSEFO,121351,EXIDEIND
2,NSEFO,121352,EXIDEIND
2,NSEFO,121353,EXIDEIND
2,NSEFO,121354,EXIDEIND
2,NSEFO,121355,EXIDEIND
2,NSEFO,121356,EXIDEIND
2,NSEFO,121367,M&M
2,NSEFO,121368,M&M
2,NSEFO,121369,M&M
2,NSEFO,121370,M&M
2,NSEFO,121371,M&M
2,NSEFO,121372,M&M
2,NSEFO,121373,M&M
2,NSEFO,121374,M&M
2,NSEFO,121375,M&M
2,NSEFO,121376,M&M
2,NSEFO,121377,M&M
2,NSEFO,121378,M&M
2,NSEFO,121379,M&M
2,NSEFO,121380,M&M
2,NSEFO,121381,M&M
2,NSEFO,121382,M&M
2,NSEFO,121383,M&M
2,NSEFO,121384,M&M
2,NSEFO,158401,TATASTEEL
2,NSEFO,158402,TATASTEEL
2,NSEFO,158403,TATASTEEL
2,NSEFO,158404,TATASTEEL
2,NSEFO,158405,TATASTEEL
2,NSEFO,158406,TATASTEEL
2,NSEFO,158407,TATASTEEL
2,NSEFO,158408,TATASTEEL
2,NSEFO,158409,TATASTEEL
2,NSEFO,158410,TATASTEEL
2,NSEFO,158411,TATASTEEL
2,NSEFO,158412,TATASTEEL
2,NSEFO,158413,TATASTEEL
2,NSEFO,158414,TATASTEEL
2,NSEFO,158415,TATASTEEL
2,NSEFO,158416,TATASTEEL
2,NSEFO,158417,TATASTEEL
2,NSEFO,158418,TATASTEEL
2,NSEFO,158419,TATASTEEL
2,NSEFO,158420,TATASTEEL
2,NSEFO,158421,TATASTEEL
2,NSEFO,158422,TATASTEEL
2,NSEFO,158423,TATASTEEL
2,NSEFO,158424,TATASTEEL
2,NSEFO,158425,TATASTEEL
2,NSEFO,158426,TATASTEEL
2,NSEFO,158427,TATASTEEL
2,NSEFO,158428,TATASTEEL
2,NSEFO,158429,TATASTEEL
2,NSEFO,158430,TATASTEEL
2,NSEFO,158431,TATASTEEL
2,NSEFO,119812,LTIM
